label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
two,0.8673580884933472,1.007733941078186,8.740717589716951e-07,0.8165261745452881,0.9931921362876892,-0.03670671954751015,0.7886108160018921,0.9495463967323303,-0.06509913504123688,0.8172346353530884,0.9247792959213257,-0.09230038523674011,0.854665994644165,0.9054884314537048,-0.1193082332611084,0.8094292283058167,0.8282662034034729,-0.059499457478523254,0.7928641438484192,0.7478992342948914,-0.0912921130657196,0.7836664915084839,0.6937782764434814,-0.10921917110681534,0.7764337062835693,0.6445427536964417,-0.1205693855881691,0.8601539731025696,0.8193240165710449,-0.063607357442379,0.8787099123001099,0.7273889780044556,-0.09605751186609268,0.8909330368041992,0.6664157509803772,-0.11100278794765472,0.898495614528656,0.6160020232200623,-0.11711609363555908,0.902254045009613,0.8418084383010864,-0.07014922052621841,0.9180799722671509,0.8358814120292664,-0.1092139407992363,0.9028605818748474,0.9021146297454834,-0.11149364709854126,0.8880149126052856,0.9487766027450562,-0.10262475162744522,0.9354529976844788,0.8849122524261475,-0.07934828847646713,0.9423984289169312,0.8889191150665283,-0.1088622510433197,0.924138069152832,0.9381999969482422,-0.10467098653316498,0.9071147441864014,0.9783023595809937,-0.09454865008592606
two,0.8536463975906372,0.9752800464630127,9.133420348916843e-07,0.799139678478241,0.9576672315597534,-0.03393246605992317,0.7622029781341553,0.8926369547843933,-0.05449875071644783,0.7836290597915649,0.8430644273757935,-0.07384347170591354,0.8203647136688232,0.8270484805107117,-0.09153786301612854,0.7830922603607178,0.7668954133987427,-0.03606782108545303,0.7632533311843872,0.6893942356109619,-0.06259480863809586,0.7511948347091675,0.6365561485290527,-0.07948745787143707,0.7429172992706299,0.5883419513702393,-0.09100409597158432,0.8332797884941101,0.7620242834091187,-0.040937185287475586,0.8440263867378235,0.6686997413635254,-0.07124651223421097,0.8491004705429077,0.6009274125099182,-0.08862011134624481,0.852794885635376,0.5394212007522583,-0.09569765627384186,0.875286340713501,0.7882023453712463,-0.04912112280726433,0.884383499622345,0.7606126070022583,-0.09221640974283218,0.867178201675415,0.833203136920929,-0.09386906027793884,0.855681300163269,0.8805559873580933,-0.08158785849809647,0.9094361066818237,0.8339246511459351,-0.05961164832115173,0.9119815230369568,0.8153867721557617,-0.09395739436149597,0.8928866386413574,0.8696869611740112,-0.08931875228881836,0.8791229724884033,0.9078437685966492,-0.07664648443460464
two,0.8430680632591248,0.9391353130340576,7.087190851962077e-07,0.788941502571106,0.9098193049430847,-0.022078413516283035,0.7483810186386108,0.842592716217041,-0.034762557595968246,0.7641115188598633,0.7854406833648682,-0.04913093149662018,0.800466001033783,0.7639634013175964,-0.06296388804912567,0.7679094672203064,0.7230812907218933,-0.01695558801293373,0.7403295636177063,0.6460182666778564,-0.036717887967824936,0.7234163284301758,0.5944914221763611,-0.04919068142771721,0.7113488912582397,0.5484984517097473,-0.0575668141245842,0.8134849071502686,0.7165919542312622,-0.02427091635763645,0.8139231204986572,0.6198362112045288,-0.04646480455994606,0.8133375644683838,0.5579716563224792,-0.05931925028562546,0.8141081929206848,0.5038195848464966,-0.06435729563236237,0.8549966812133789,0.7378355860710144,-0.03473658487200737,0.8556703925132751,0.6923601627349854,-0.07181306928396225,0.8417402505874634,0.7596875429153442,-0.07450175285339355,0.8363407254219055,0.8120718598365784,-0.06420009583234787,0.8899112343788147,0.7785030603408813,-0.046569645404815674,0.8840745091438293,0.7489593625068665,-0.07616691291332245,0.8692517876625061,0.800021767616272,-0.07264094799757004,0.8637003898620605,0.8423551321029663,-0.06191407889127731
two,0.8327938318252563,0.9034328460693359,6.663867679890245e-07,0.7751038670539856,0.8717306852340698,-0.0223521925508976,0.7318422794342041,0.802975058555603,-0.03446229547262192,0.7481321692466736,0.7414585947990417,-0.048551853746175766,0.7880091071128845,0.7203196883201599,-0.06210209056735039,0.750540554523468,0.6830639839172363,-0.015090752393007278,0.7201723456382751,0.6068768501281738,-0.035321906208992004,0.7016587853431702,0.5560915470123291,-0.048906709998846054,0.6888866424560547,0.5113139152526855,-0.058321513235569,0.796779990196228,0.6759077310562134,-0.022277968004345894,0.7942126989364624,0.5786329507827759,-0.04586287960410118,0.7898589372634888,0.5161798596382141,-0.06027353182435036,0.7888197898864746,0.46184226870536804,-0.06675737351179123,0.8393136858940125,0.6963075399398804,-0.03286296874284744,0.8440940976142883,0.6435434818267822,-0.07061294466257095,0.8293471932411194,0.7095116972923279,-0.07473936676979065,0.8232017159461975,0.7641517519950867,-0.06575077027082443,0.8753471970558167,0.7360177636146545,-0.04493122920393944,0.8715808391571045,0.7061881422996521,-0.07476264238357544,0.8568832278251648,0.7546600699424744,-0.0728834867477417,0.8513143062591553,0.7961201071739197,-0.0637393444776535
two,0.8237736225128174,0.8730677366256714,6.012219273543451e-07,0.767092764377594,0.8378070592880249,-0.01970851980149746,0.7260603308677673,0.7702896595001221,-0.03085939958691597,0.7380409240722656,0.7077708840370178,-0.045006945729255676,0.7743698358535767,0.6797361373901367,-0.058587245643138885,0.7388201951980591,0.6496188640594482,-0.010142942890524864,0.7059799432754517,0.5742428302764893,-0.029290594160556793,0.6876500844955444,0.5248101353645325,-0.042525455355644226,0.6752073168754578,0.48091381788253784,-0.05177166312932968,0.7838541269302368,0.6413298845291138,-0.01848326437175274,0.7799859046936035,0.5436810255050659,-0.04046780616044998,0.7741320133209229,0.4839681386947632,-0.05472493916749954,0.7730690240859985,0.4323587715625763,-0.06147016957402229,0.8262197971343994,0.660021960735321,-0.03032996878027916,0.8275025486946106,0.599350094795227,-0.06584478914737701,0.812437117099762,0.6632115244865417,-0.07039880007505417,0.808477520942688,0.716383159160614,-0.06244557350873947,0.863426923751831,0.6978134512901306,-0.0435921810567379,0.8549906611442566,0.6650645732879639,-0.07092035561800003,0.8390429615974426,0.7086455225944519,-0.0696132481098175,0.8348868489265442,0.7470178008079529,-0.06154587119817734
two,0.814540445804596,0.8440642356872559,5.6757295396892e-07,0.7578670382499695,0.8065540790557861,-0.017575137317180634,0.7168750166893005,0.7403165102005005,-0.02758166380226612,0.7291530966758728,0.6801907420158386,-0.04109478369355202,0.7649064660072327,0.6516859531402588,-0.05399344116449356,0.727877676486969,0.6214125752449036,-0.006595918908715248,0.694403350353241,0.5478606224060059,-0.024233920499682426,0.675940215587616,0.49988383054733276,-0.03688858076930046,0.6637166142463684,0.4578389525413513,-0.045912228524684906,0.7714757323265076,0.6120916604995728,-0.015040544793009758,0.7674919962882996,0.5163043141365051,-0.03573957085609436,0.7614051103591919,0.4572010040283203,-0.049954093992710114,0.7604847550392151,0.4062332510948181,-0.057218533009290695,0.8131217360496521,0.6285833716392517,-0.026959016919136047,0.815257728099823,0.5661780834197998,-0.05963320657610893,0.8006979823112488,0.6259996891021729,-0.06418723613023758,0.7964097261428833,0.677300214767456,-0.05722126364707947,0.8505802154541016,0.6632921695709229,-0.040353354066610336,0.8442660570144653,0.6262124180793762,-0.06488151848316193,0.8291634321212769,0.6650194525718689,-0.06359637528657913,0.8242928385734558,0.7017173171043396,-0.05632917582988739
two,0.8076179027557373,0.8203346729278564,5.287915314511338e-07,0.7511002421379089,0.7828022837638855,-0.01728546805679798,0.7108710408210754,0.7152165770530701,-0.027450023218989372,0.7234117388725281,0.653645396232605,-0.04124952852725983,0.758682906627655,0.621810257434845,-0.0542798787355423,0.7210761308670044,0.6009799838066101,-0.006614801939576864,0.6878617405891418,0.5294877290725708,-0.024486945942044258,0.6689837574958801,0.4835205078125,-0.03735077381134033,0.6565862894058228,0.44296133518218994,-0.046552624553442,0.7629461884498596,0.5905003547668457,-0.015384769067168236,0.7573959231376648,0.49487176537513733,-0.036406010389328,0.7504716515541077,0.4367862939834595,-0.050965819507837296,0.7493498921394348,0.3868200182914734,-0.05865470692515373,0.8038772344589233,0.6060152649879456,-0.027597637847065926,0.8064213991165161,0.5413781404495239,-0.059888292104005814,0.7919785380363464,0.5992513298988342,-0.06473016738891602,0.7869964838027954,0.6493764519691467,-0.058458320796489716,0.8413186073303223,0.6401166915893555,-0.041309040039777756,0.8359962105751038,0.5986447334289551,-0.06527318060398102,0.820388674736023,0.6346662044525146,-0.06405346095561981,0.8137712478637695,0.6709540486335754,-0.05723530054092407
two,0.8021511435508728,0.8017092943191528,5.296258223097539e-07,0.7451515197753906,0.7640990018844604,-0.019288701936602592,0.705626904964447,0.6994910836219788,-0.031164219602942467,0.7169439196586609,0.6383382081985474,-0.046492066234350204,0.7513608336448669,0.604144811630249,-0.06072983890771866,0.7145566344261169,0.5860946178436279,-0.007730251178145409,0.6814016103744507,0.5156430006027222,-0.02665899693965912,0.6621121168136597,0.4705582857131958,-0.04072922095656395,0.6493337154388428,0.43011534214019775,-0.051145151257514954,0.7556683421134949,0.5744913816452026,-0.016057614237070084,0.7489612102508545,0.4799801707267761,-0.038270723074674606,0.7416297793388367,0.42220625281333923,-0.05440356582403183,0.7405722737312317,0.3714168071746826,-0.06362012773752213,0.7962090373039246,0.5894867181777954,-0.02801624685525894,0.796943724155426,0.5226836800575256,-0.06083381921052933,0.783548891544342,0.5810874104499817,-0.06561236083507538,0.7798323631286621,0.6315063834190369,-0.05962366238236427,0.8344607353210449,0.6229153871536255,-0.041746970266103745,0.8285549283027649,0.5792728662490845,-0.06630760431289673,0.8134625554084778,0.6134467720985413,-0.06531491875648499,0.8072525858879089,0.6485407948493958,-0.05881514772772789
two,0.7970548868179321,0.7893215417861938,5.153365805199428e-07,0.7406216263771057,0.7530660629272461,-0.020188720896840096,0.700404942035675,0.6897268295288086,-0.03252749145030975,0.7107746005058289,0.6279364228248596,-0.048130299896001816,0.7458860278129578,0.5922084450721741,-0.06256777048110962,0.7092594504356384,0.5774021148681641,-0.008274880237877369,0.676697850227356,0.5067340135574341,-0.027232306078076363,0.6575069427490234,0.4621009826660156,-0.041561372578144073,0.644729495048523,0.42156144976615906,-0.05233544111251831,0.7495768070220947,0.5658806562423706,-0.01603415049612522,0.7423816919326782,0.47195202112197876,-0.03838984668254852,0.7347248196601868,0.4136451482772827,-0.05535714700818062,0.7328592538833618,0.36255472898483276,-0.06558253616094589,0.7893150448799133,0.5800024271011353,-0.027523508295416832,0.7903029322624207,0.5131025314331055,-0.060808200389146805,0.7764636278152466,0.5678380727767944,-0.06772325932979584,0.7711703777313232,0.6174608469009399,-0.06352346390485764,0.827090859413147,0.6117203235626221,-0.04076003655791283,0.8222612142562866,0.5647125244140625,-0.06607477366924286,0.807457685470581,0.5972097516059875,-0.06663685292005539,0.8003210425376892,0.6337433457374573,-0.06155984476208687
two,0.7940872311592102,0.7815344333648682,4.999297971153283e-07,0.7382751703262329,0.7465231418609619,-0.022081108763813972,0.6980122923851013,0.6856052279472351,-0.035768818110227585,0.70587158203125,0.6217142939567566,-0.052368126809597015,0.741856038570404,0.5832352042198181,-0.06783971190452576,0.7074687480926514,0.577146589756012,-0.01080961525440216,0.6742972135543823,0.5046112537384033,-0.030592437833547592,0.6544049382209778,0.4595027565956116,-0.04577680677175522,0.6413155198097229,0.4177365303039551,-0.05740739032626152,0.7465724945068359,0.5653941035270691,-0.01776212640106678,0.7378880977630615,0.46959149837493896,-0.0406116284430027,0.7296490669250488,0.40999236702919006,-0.05916915833950043,0.7273784279823303,0.3584902286529541,-0.0713353157043457,0.7850508093833923,0.5780942440032959,-0.02847856469452381,0.7855098843574524,0.5077334642410278,-0.06228119507431984,0.7702900171279907,0.5571579933166504,-0.07220050692558289,0.7636795043945312,0.6062145233154297,-0.07074522972106934,0.8221415281295776,0.6074059009552002,-0.04095609858632088,0.8167779445648193,0.5565032958984375,-0.06738303601741791,0.8017471432685852,0.5867623090744019,-0.07046031206846237,0.7938798666000366,0.625117301940918,-0.06770652532577515
